Province,District,Year,Commodity,Soil_pH,Soil_N_index,Soil_P_index,Soil_K_index,Area_Ha,Target_Yield_KgHa,Pupuk_Urea_kgHa,Pupuk_SP36_kgHa,Pupuk_KCl_kgHa
Aceh,Bener Meriah,2024,Cabai Rawit,5.49,4,4,1,1.09,10310.6,216.3,130.2,89.0
Banten,Tangerang Selatan,2022,Padi,5.46,4,2,3,10.24,6197.1,243.6,96.3,96.3
Bangka Belitung,Belitung,2024,Bawang Merah,4.72,2,2,3,3.68,10160.9,219.7,127.1,101.0
Nusa Tenggara Barat,Lombok Timur,2022,Bawang Merah,5.53,1,1,3,4.44,12684.0,274.3,126.4,75.5
Papua Pegunungan,Lanny Jaya,2023,Tebu,6.14,3,2,2,29.51,52423.0,250.0,122.7,77.1
Kalimantan Timur,Kutai Barat,2025,Jagung,4.78,2,3,3,19.94,6888.6,251.9,125.0,71.7
Kalimantan Selatan,Barito Kuala,2022,Bawang Merah,5.71,5,2,2,5.52,8814.0,234.6,81.4,64.1
Sulawesi Utara,Manado,2024,Tebu,4.88,3,2,2,23.36,87930.5,293.8,120.4,85.4
Kepulauan Riau,Batam,2024,Cabai Rawit,5.8,3,2,3,4.16,11191.7,270.3,92.7,82.8
Jawa Barat,Indramayu,2023,Jagung,6.21,1,3,3,15.48,7225.3,272.0,119.8,95.6
Riau,Siak,2018,Bawang Merah,6.1,3,4,2,4.76,11225.6,252.2,142.3,87.9
Bangka Belitung,Belitung,2022,Cabai Rawit,6.65,3,3,3,5.66,9340.3,232.7,115.0,84.0
Lampung,Lampung Tengah,2018,Tebu,5.25,2,1,2,37.48,59358.4,243.2,120.1,82.8
Sulawesi Selatan,Wajo,2018,Tebu,6.12,4,2,3,26.04,91282.4,212.6,125.4,74.9
Kalimantan Barat,Mempawah,2023,Bawang Merah,4.78,2,1,4,11.37,13641.8,241.2,124.5,69.9
Sulawesi Tengah,Donggala,2024,Bawang Merah,4.44,3,3,3,4.18,9655.4,267.8,102.1,78.1
Maluku,Buru,2020,Jagung,5.21,2,3,2,9.68,7379.4,229.6,143.6,86.1
Jawa Timur,Malang,2024,Jagung,4.91,4,3,4,80.0,7109.4,285.9,129.8,81.6
Papua Selatan,Boven Digoel,2021,Cabai Rawit,5.23,1,1,2,3.96,9297.5,247.3,122.0,85.0
Bangka Belitung,Pangkal Pinang,2018,Bawang Merah,5.38,3,1,3,5.55,13527.3,264.5,116.0,97.0
DI Yogyakarta,Gunung Kidul,2025,Bawang Merah,6.04,2,3,3,8.41,8639.3,249.3,100.3,72.0
Papua Selatan,Mappi,2024,Padi,6.16,4,3,3,20.21,4959.2,247.9,125.0,92.9
Kalimantan Barat,Sambas,2018,Jagung,5.42,2,3,1,46.28,7644.9,267.1,130.4,66.2
Lampung,Lampung Timur,2019,Padi,5.92,3,2,4,12.37,5018.9,234.2,108.4,70.2
Papua Pegunungan,Jayawijaya,2021,Padi,5.64,1,2,2,14.77,5463.3,227.0,97.0,76.7
Kepulauan Riau,Tanjung Pinang,2022,Cabai Rawit,5.73,3,4,2,5.2,6475.9,251.3,95.0,67.8
Kalimantan Utara,Bulungan,2023,Bawang Merah,5.35,4,2,3,2.85,8833.5,222.7,131.1,76.0
Maluku,Seram Bagian Barat,2024,Bawang Merah,5.16,3,4,2,3.57,13998.2,240.4,111.7,81.4
Sulawesi Utara,Tomohon,2025,Jagung,5.76,2,3,2,28.19,5198.3,296.9,145.0,73.6
Kalimantan Timur,Samarinda,2019,Tebu,4.72,1,2,2,22.44,94656.4,245.9,107.2,82.9
Gorontalo,Gorontalo,2025,Jagung,5.9,2,4,3,25.08,6083.1,181.7,114.0,82.1
Papua Barat Daya,Raja Ampat,2021,Padi,5.81,2,2,4,16.1,7055.2,234.8,125.1,78.2
Kepulauan Riau,Lingga,2018,Bawang Merah,5.28,1,1,3,6.62,11447.7,247.6,123.4,90.2
Aceh,Pidie,2021,Padi,6.91,3,2,2,9.63,4833.5,263.5,116.6,70.1
Sulawesi Tengah,Poso,2020,Padi,5.95,3,2,3,32.24,7171.0,256.3,117.5,84.4
Kalimantan Selatan,Barito Kuala,2019,Bawang Merah,5.33,2,2,2,1.53,8357.1,244.3,104.8,96.8
Papua Tengah,Nabire,2020,Bawang Merah,5.09,2,1,1,4.42,9092.2,273.2,124.9,89.5
Kalimantan Selatan,Banjarbaru,2018,Bawang Merah,4.95,1,3,1,4.44,8082.2,254.9,124.5,92.6
Banten,Tangerang Selatan,2020,Jagung,6.36,3,2,2,23.34,7409.7,228.1,100.0,81.2
Bali,Karangasem,2022,Cabai Rawit,5.41,2,4,3,1.53,9414.4,252.5,110.2,63.4
Jawa Timur,Malang,2023,Cabai Rawit,5.87,2,1,2,13.01,10229.8,265.6,139.8,85.6
Papua Barat,Fakfak,2018,Jagung,6.21,2,1,3,17.06,4254.5,261.0,128.0,67.4
Bangka Belitung,Belitung,2018,Cabai Rawit,5.1,3,2,2,7.2,7180.0,254.4,106.5,73.8
Sulawesi Selatan,Wajo,2021,Cabai Rawit,4.66,3,3,3,5.02,8226.4,265.4,107.1,78.2
Nusa Tenggara Barat,Bima,2019,Cabai Rawit,5.82,2,3,4,9.95,6295.9,259.9,146.2,72.1
Jambi,Tanjung Jabung Barat,2019,Tebu,4.95,4,3,2,70.01,54840.5,247.1,127.4,62.8
Maluku,Seram Bagian Timur,2019,Cabai Rawit,5.6,2,2,2,5.76,9990.0,270.6,108.6,81.9
Kalimantan Timur,Paser,2018,Jagung,5.25,3,2,3,29.4,7940.8,210.7,133.3,80.3
Sulawesi Selatan,Gowa,2025,Padi,5.66,3,3,1,26.82,5359.7,239.2,118.7,87.9
Riau,Pelalawan,2020,Padi,5.0,1,3,1,31.92,4445.6,265.3,127.1,72.1
Sulawesi Barat,Mamuju,2019,Cabai Rawit,5.43,2,3,4,7.05,7077.4,244.6,108.7,69.9
Sulawesi Selatan,Maros,2022,Bawang Merah,5.85,1,4,3,4.29,13461.3,269.1,129.1,62.0
Maluku,Buru,2025,Bawang Merah,4.2,3,3,2,2.49,9420.5,240.8,137.0,89.1
Gorontalo,Gorontalo Utara,2019,Tebu,6.58,2,1,4,39.99,80718.7,228.7,114.7,100.5
Bengkulu,Bengkulu,2019,Padi,5.25,2,4,3,7.23,7298.9,269.9,116.8,93.6
Sumatera Utara,Simalungun,2019,Padi,5.37,2,1,1,14.79,6627.9,257.8,112.8,98.4
Bali,Tabanan,2019,Padi,6.41,3,2,3,9.79,6747.0,256.1,111.5,77.5
Sulawesi Barat,Majene,2025,Cabai Rawit,5.31,3,3,4,2.97,7945.8,261.5,127.5,74.0
Nusa Tenggara Timur,TTS,2024,Padi,7.03,2,3,2,32.65,4833.5,286.0,124.5,77.9
Jambi,Tebo,2022,Tebu,5.56,3,3,3,32.34,58560.7,241.8,104.8,79.7
Sumatera Utara,Asahan,2019,Bawang Merah,4.83,1,2,1,1.46,7765.6,200.6,114.0,75.5
Papua Pegunungan,Nduga,2023,Cabai Rawit,5.81,3,2,2,3.72,7942.0,225.4,107.2,80.4
Bengkulu,Bengkulu,2022,Bawang Merah,5.87,4,3,4,4.19,8557.1,244.2,132.6,93.8
Papua Selatan,Mappi,2024,Jagung,4.35,4,3,4,4.44,6513.5,248.4,109.7,78.3
DKI Jakarta,Jakarta Barat,2022,Cabai Rawit,6.18,1,1,3,6.14,11220.4,245.1,116.2,67.1
Kalimantan Timur,Samarinda,2024,Tebu,5.27,1,2,3,58.44,81572.1,244.8,136.0,105.0
Lampung,Lampung Selatan,2025,Cabai Rawit,6.32,2,4,4,1.24,10468.6,255.0,112.7,65.2
Kalimantan Utara,Bulungan,2018,Cabai Rawit,6.15,2,2,2,4.6,9092.6,226.0,99.2,96.4
Banten,Tangerang Selatan,2020,Cabai Rawit,6.14,1,2,4,5.46,10924.5,239.5,102.4,65.6
Sulawesi Tenggara,Konawe,2023,Tebu,4.66,2,4,2,19.22,77289.0,229.4,131.7,85.4
Bangka Belitung,Bangka Selatan,2025,Cabai Rawit,5.95,2,4,3,4.03,10514.1,237.5,143.3,90.0
Kalimantan Utara,Bulungan,2023,Tebu,4.56,3,1,3,6.69,68570.8,238.5,100.6,74.5
Sulawesi Utara,Minahasa,2024,Padi,5.82,4,3,4,38.17,7804.3,242.1,138.6,69.0
Lampung,Lampung Selatan,2020,Cabai Rawit,7.08,2,1,4,3.46,8015.4,238.9,108.9,82.0
Papua,Jayapura,2021,Jagung,4.2,3,2,3,8.91,4026.2,257.8,121.0,103.5
Jawa Barat,Bandung,2022,Bawang Merah,5.17,3,3,2,2.0,12136.0,244.8,133.4,76.7
Jambi,Kota Jambi,2025,Bawang Merah,4.99,4,4,2,4.29,13315.4,269.9,98.6,74.2
Sulawesi Utara,Manado,2024,Cabai Rawit,5.57,3,1,1,4.8,6607.8,225.4,103.9,101.5
Papua Tengah,Dogiyai,2025,Cabai Rawit,4.71,1,2,2,3.44,7740.0,258.1,113.7,69.5
Papua Tengah,Dogiyai,2020,Bawang Merah,5.7,2,4,4,3.67,13994.9,253.3,113.6,80.5
Sumatera Selatan,Ogan Komering Ilir,2022,Tebu,5.53,2,2,3,34.71,76584.5,296.2,121.0,90.8
Jambi,Tanjung Jabung Timur,2020,Jagung,5.74,3,4,2,23.57,5860.3,259.6,120.4,73.4
Sulawesi Barat,Majene,2019,Bawang Merah,5.89,2,3,3,3.94,8981.6,220.2,98.8,93.8
Kalimantan Tengah,Palangka Raya,2023,Tebu,4.2,1,2,1,40.92,59336.8,268.1,106.4,70.0
Nusa Tenggara Barat,Mataram,2018,Cabai Rawit,5.86,3,3,4,1.61,6942.4,236.5,118.1,70.5
Jawa Timur,Tuban,2023,Padi,6.07,4,2,3,7.07,6603.8,266.6,132.8,76.4
Papua Barat Daya,Sorong Selatan,2022,Bawang Merah,5.14,4,4,2,5.29,11696.5,225.3,127.8,87.5
Papua,Sarmi,2021,Padi,5.03,3,4,3,13.6,7434.5,226.6,118.4,78.2
Papua Barat,Teluk Bintuni,2025,Tebu,5.4,3,2,1,35.6,96346.4,215.9,120.9,79.4
Jawa Barat,Cianjur,2018,Jagung,4.99,2,2,3,8.45,4943.0,227.7,120.1,70.2
Maluku Utara,Kep. Sula,2020,Tebu,5.02,2,3,3,35.4,63755.4,262.6,108.3,85.3
Aceh,Aceh Utara,2019,Tebu,6.02,1,3,4,83.43,54742.3,230.9,132.4,68.7
Sumatera Utara,Asahan,2024,Tebu,5.32,2,3,3,31.04,85873.3,272.6,124.2,92.6
Jambi,Muaro Jambi,2019,Tebu,5.06,5,4,2,21.99,77983.4,246.5,126.3,97.7
Bangka Belitung,Bangka Selatan,2019,Padi,6.38,2,1,3,9.36,5213.1,265.9,121.3,66.3
Sulawesi Selatan,Maros,2019,Cabai Rawit,5.49,2,3,2,8.4,8575.5,262.5,124.4,76.3
Bangka Belitung,Pangkal Pinang,2018,Tebu,5.83,2,3,3,14.76,87190.3,245.3,144.8,86.4
Sulawesi Tengah,Parigi Moutong,2022,Tebu,6.45,2,2,3,82.62,73966.4,264.3,111.8,81.5
Sumatera Selatan,Palembang,2023,Bawang Merah,4.85,4,3,2,6.82,8510.1,251.7,134.2,72.0
Maluku Utara,Ternate,2022,Bawang Merah,5.46,2,2,3,4.11,12015.5,252.2,117.9,72.5
DI Yogyakarta,Sleman,2018,Jagung,5.48,1,2,3,47.55,8099.2,244.8,134.6,74.6
Maluku Utara,Halmahera Tengah,2020,Cabai Rawit,5.39,1,3,2,2.35,8363.2,271.0,129.0,72.8
Sumatera Selatan,Ogan Ilir,2021,Padi,5.7,3,2,3,12.58,6822.1,227.8,111.8,78.0
Kalimantan Timur,Kutai Barat,2023,Jagung,4.77,1,4,4,35.65,8481.5,233.4,105.0,84.6
Sumatera Selatan,Palembang,2021,Bawang Merah,6.02,2,2,2,6.43,12225.6,244.7,124.7,78.6
Nusa Tenggara Timur,Alor,2025,Tebu,6.93,4,3,3,18.71,75139.5,245.6,132.1,95.6
Sulawesi Barat,Mamasa,2024,Jagung,6.24,2,2,4,14.3,4642.4,231.7,139.6,83.4
Jambi,Tebo,2019,Padi,4.2,1,3,2,9.57,4395.0,259.4,133.4,82.1
Papua,Yahukimo,2021,Bawang Merah,4.9,4,2,2,1.61,10370.7,238.8,115.8,81.6
Kalimantan Tengah,Kapuas,2022,Bawang Merah,5.22,4,1,2,3.17,13245.1,256.3,116.5,69.9
Bangka Belitung,Belitung,2018,Bawang Merah,6.33,2,1,4,3.74,11599.6,237.6,117.4,77.2
Kalimantan Utara,Malinau,2019,Tebu,5.57,5,2,2,66.87,75819.8,233.2,120.4,82.5
Banten,Lebak,2023,Jagung,5.7,2,4,3,59.91,8756.1,252.3,109.3,82.1
Gorontalo,Gorontalo Utara,2022,Cabai Rawit,6.16,3,3,3,4.98,9825.8,275.4,128.6,79.8
Aceh,Aceh Besar,2025,Bawang Merah,4.68,3,2,2,0.98,11666.5,289.7,116.8,101.4
Papua,Sarmi,2020,Bawang Merah,5.23,2,2,3,1.5,12815.6,229.9,132.8,62.6
Sulawesi Barat,Mamuju,2024,Tebu,5.57,3,3,2,60.98,81801.9,264.4,94.6,84.6
Papua Pegunungan,Nduga,2023,Padi,5.71,1,3,3,13.84,6113.6,271.9,124.4,67.0
Bangka Belitung,Bangka Selatan,2024,Bawang Merah,5.67,3,3,2,13.49,9528.4,233.7,123.1,92.4
Papua,Mamberamo Raya,2019,Tebu,4.47,4,2,3,70.67,60711.4,220.9,102.0,62.0
Sulawesi Utara,Tomohon,2024,Tebu,4.64,1,4,2,10.61,78089.8,231.1,113.6,66.0
Nusa Tenggara Timur,Ngada,2021,Cabai Rawit,7.01,4,2,1,4.06,7351.3,220.6,125.8,83.4
Papua Barat Daya,Raja Ampat,2025,Jagung,6.29,4,1,3,22.35,7448.8,226.7,136.2,73.4
Sumatera Selatan,Palembang,2025,Jagung,6.65,3,2,3,8.21,5215.4,245.3,121.9,65.7
Jambi,Muaro Jambi,2018,Jagung,5.14,4,3,1,15.66,5224.7,261.6,96.8,69.3
Sulawesi Tenggara,Kolaka,2023,Tebu,5.27,5,3,1,54.21,59458.8,204.1,155.9,71.2
Kalimantan Barat,Pontianak,2024,Padi,5.09,2,1,3,23.3,5885.1,258.1,122.0,73.5
Banten,Lebak,2022,Bawang Merah,5.2,3,3,2,4.92,13480.6,256.9,126.7,73.0
Papua Selatan,Boven Digoel,2021,Bawang Merah,5.24,3,2,4,4.45,9598.0,258.8,123.9,66.6
Jawa Tengah,Semarang,2019,Padi,5.12,5,3,3,11.84,7302.0,257.3,137.0,87.2
DI Yogyakarta,Bantul,2019,Bawang Merah,6.19,3,1,1,5.23,10790.7,237.0,128.4,63.9
Bangka Belitung,Belitung,2021,Bawang Merah,5.05,4,2,3,8.55,12638.4,262.1,80.0,79.8
Bengkulu,Mukomuko,2018,Cabai Rawit,5.05,1,2,2,4.41,7318.2,261.4,123.8,70.3
Papua Pegunungan,Jayawijaya,2025,Padi,4.88,2,4,2,11.41,5448.1,252.6,128.2,73.0
Bengkulu,Bengkulu Utara,2020,Cabai Rawit,6.82,2,1,3,2.93,9709.4,227.1,107.3,83.2
Sulawesi Tengah,Morowali,2021,Tebu,6.21,4,3,3,101.36,98006.4,258.2,123.1,81.2
Kalimantan Timur,Paser,2023,Tebu,4.82,4,1,3,38.76,92809.6,261.5,115.8,78.3
Maluku,Seram Bagian Barat,2018,Tebu,4.85,2,1,2,13.87,64982.0,253.5,114.9,72.5
Bengkulu,Bengkulu Utara,2020,Padi,4.77,3,2,2,15.21,6784.3,269.8,139.1,82.4
Papua Tengah,Deiyai,2019,Jagung,5.41,2,2,3,26.55,4220.2,244.2,94.2,88.5
Jawa Tengah,Brebes,2025,Bawang Merah,5.81,4,3,3,8.28,11833.6,267.6,101.9,68.3
Papua,Jayapura,2022,Tebu,5.4,3,3,4,31.46,64418.77567708047,265.4,112.8,87.6
Papua Barat Daya,Raja Ampat,2025,Tebu,4.57,2,2,2,122.91,63239.2,253.6,112.5,92.2
Nusa Tenggara Timur,Kupang,2019,Jagung,7.16,3,3,3,6.46,8505.8,243.5,121.6,80.0
Papua Pegunungan,Lanny Jaya,2018,Bawang Merah,6.42,3,3,3,1.58,8769.9,266.8,140.6,71.6
Papua Tengah,Dogiyai,2018,Bawang Merah,5.28,4,2,4,2.5,12489.2,248.0,151.3,76.4
Kalimantan Tengah,Kotawaringin Timur,2020,Jagung,4.33,4,1,3,7.6,7528.3,263.1,129.6,72.1
Jambi,Tanjung Jabung Barat,2025,Cabai Rawit,5.5,2,1,2,2.83,10328.5,252.4,127.3,67.5
Maluku,Buru,2023,Cabai Rawit,5.49,4,3,3,4.32,8448.6,244.6,115.1,70.2
Jawa Timur,Malang,2025,Bawang Merah,5.36,3,3,1,6.15,12451.6,241.7,142.8,72.2
Papua Tengah,Deiyai,2023,Jagung,5.42,3,3,3,12.45,4305.2,267.3,131.6,80.9
Papua Barat,Kaimana,2025,Padi,5.63,1,2,2,20.99,5577.0,234.7,140.6,83.6
Kalimantan Barat,Landak,2018,Jagung,5.48,2,1,3,46.66,4243.9,260.1,91.7,65.2
Nusa Tenggara Barat,Lombok Timur,2024,Padi,6.98,1,2,3,19.51,5507.2,258.6,101.9,92.8
Jawa Barat,Indramayu,2023,Padi,6.01,1,2,2,13.46,4766.7,277.8,116.5,77.6
Jawa Timur,Blitar,2020,Padi,5.51,3,4,3,8.46,6525.9,223.9,121.7,78.9
Bali,Badung,2021,Padi,4.2,3,3,2,15.94,6300.1,295.3,133.1,72.0
Papua Selatan,Asmat,2020,Padi,5.15,2,1,3,20.57,4651.9,237.6,119.6,75.7
Bengkulu,Rejang Lebong,2021,Padi,5.91,2,3,1,70.0,5607.7,240.8,138.4,76.9
Sulawesi Barat,Mamasa,2023,Bawang Merah,5.84,3,4,1,5.19,8484.2,264.6,146.5,85.5
Papua Barat,Manokwari,2021,Bawang Merah,5.53,2,3,3,8.4,13551.4,274.1,89.5,79.5
Jawa Tengah,Kebumen,2024,Cabai Rawit,6.32,2,3,3,5.66,7306.4,226.6,118.9,76.8
Jawa Timur,Bondowoso,2022,Tebu,4.63,3,1,2,14.97,75849.5,232.6,132.6,91.4
Lampung,Metro,2020,Jagung,5.0,1,2,2,22.69,7633.6,280.2,135.7,80.5
Maluku,Seram Bagian Timur,2019,Padi,4.6,2,4,2,9.24,7057.9,221.9,119.6,84.2
Banten,Tangerang,2022,Jagung,4.37,2,2,2,10.94,7380.9,233.9,111.4,84.9
Maluku,Maluku Tenggara,2022,Tebu,4.96,3,1,1,41.81,81828.7,233.3,91.9,85.9
Sumatera Selatan,Musi Banyuasin,2025,Padi,6.64,2,5,1,16.71,5160.3,251.7,119.5,79.7
Bengkulu,Lebong,2019,Bawang Merah,5.76,2,2,1,6.57,8441.9,240.5,145.4,89.9
Papua,Keerom,2022,Bawang Merah,5.89,3,2,3,4.94,12998.1,228.5,116.6,57.2
Sulawesi Tengah,Donggala,2019,Padi,5.06,2,2,2,23.64,5297.1,249.0,111.4,86.0
Kalimantan Selatan,Hulu Sungai Selatan,2021,Jagung,5.1,2,1,1,6.0,6819.1,248.9,109.7,71.9
Riau,Pelalawan,2021,Cabai Rawit,4.63,2,2,2,6.38,7776.1,261.7,143.0,88.8
Maluku,Ambon,2021,Cabai Rawit,4.69,3,3,2,8.77,5955.3,249.9,137.1,77.1
Sumatera Barat,Pesisir Selatan,2023,Cabai Rawit,4.41,2,2,5,5.08,7199.5,249.3,122.5,74.8
Papua Barat,Manokwari,2024,Padi,4.69,3,1,2,20.22,4880.8,243.1,118.0,91.8
Jambi,Tanjung Jabung Barat,2020,Padi,5.87,1,1,2,9.54,6870.3,221.4,133.4,90.4
Kalimantan Barat,Sanggau,2025,Tebu,4.86,1,3,3,79.07,53765.1,232.8,127.3,87.7
Nusa Tenggara Timur,Kupang,2020,Padi,6.06,3,1,1,11.95,5461.1,232.6,120.2,84.0
Jambi,Muaro Jambi,2025,Jagung,5.47,2,3,4,6.68,4888.8,187.3,126.1,88.7
Sumatera Selatan,Musi Banyuasin,2025,Bawang Merah,5.22,3,2,3,5.94,10397.5,239.5,84.3,56.6
Papua,Jayapura,2025,Bawang Merah,6.36,2,4,2,3.92,8071.4,251.4,114.1,69.2
Gorontalo,Gorontalo Utara,2025,Jagung,6.28,2,1,1,52.54,4412.4,251.0,117.0,71.5
Jawa Timur,Madiun,2019,Cabai Rawit,6.27,2,2,3,5.38,11209.2,267.3,100.9,70.1
Bengkulu,Kepahiang,2020,Jagung,5.52,3,1,2,22.55,7896.8,262.5,134.0,71.6
Banten,Lebak,2019,Tebu,5.79,4,2,4,69.68,75552.7,249.8,106.0,102.0
Jawa Barat,Tasikmalaya,2018,Bawang Merah,5.92,2,3,5,3.45,12538.5,268.3,141.1,63.8
Papua,Yahukimo,2023,Padi,6.07,2,1,2,44.81,5787.6,258.6,111.4,57.6
Kalimantan Tengah,Pulang Pisau,2023,Cabai Rawit,4.98,2,3,2,4.92,5819.5,247.0,108.6,82.4
Jawa Timur,Madiun,2023,Padi,5.75,1,2,2,16.71,5212.4,244.2,102.1,65.6
Riau,Rokan Hulu,2020,Padi,6.15,3,3,2,10.44,6394.2,239.4,98.1,75.5
Aceh,Pidie,2018,Jagung,4.93,3,3,4,17.64,4641.1,241.0,125.9,85.8
Bengkulu,Bengkulu Utara,2021,Bawang Merah,4.2,2,5,2,4.33,12104.2,208.4,111.8,65.6
Maluku,Buru,2020,Padi,4.67,2,1,3,30.3,4598.1,265.1,133.5,88.4
Kalimantan Utara,Bulungan,2019,Padi,4.28,3,2,2,24.92,5380.4,239.0,111.6,85.3
Nusa Tenggara Timur,Alor,2025,Padi,5.56,1,2,3,11.88,4511.2,241.2,103.9,70.8
Riau,Pelalawan,2018,Jagung,6.49,3,3,4,58.82,7276.8,231.8,99.4,86.9
DI Yogyakarta,Bantul,2025,Bawang Merah,5.43,1,4,1,5.84,11407.2,252.9,138.2,81.8
Kalimantan Timur,Kutai Kartanegara,2021,Bawang Merah,5.87,4,2,2,1.54,12988.6,282.3,134.1,82.6
Sumatera Selatan,Ogan Komering Ulu,2022,Padi,5.79,2,2,2,70.0,7266.0,235.9,80.0,68.8
Kalimantan Selatan,Banjarmasin,2022,Jagung,5.16,4,3,2,24.87,7812.3,244.5,115.1,51.7
Riau,Rokan Hilir,2019,Tebu,4.88,2,2,2,52.01,65615.9,281.5,122.1,71.2
Jambi,Tebo,2024,Bawang Merah,4.83,1,2,2,3.15,9187.0,229.0,138.7,83.6
Papua Barat Daya,Maybrat,2024,Padi,5.7,2,3,1,11.6,3901.6,271.1,97.7,56.1
Papua Tengah,Nabire,2018,Jagung,5.65,2,3,2,8.98,4178.5,283.3,145.4,80.2
Bali,Klungkung,2025,Jagung,6.34,4,3,4,29.03,6097.3,239.5,124.5,79.7
Jawa Tengah,Klaten,2018,Padi,6.31,4,1,4,11.79,6377.7,252.4,138.3,83.5
Papua Tengah,Intan Jaya,2024,Tebu,5.61,3,5,2,38.03,98831.7,230.7,104.4,76.9
Sulawesi Barat,Polewali Mandar,2019,Tebu,6.28,3,3,2,66.44,54611.6,289.4,119.3,82.3
Riau,Pekanbaru,2022,Padi,6.05,2,2,2,8.21,6071.7,237.6,137.4,78.6
Bali,Tabanan,2020,Bawang Merah,5.94,2,4,5,1.85,12185.6,229.1,120.7,79.1
Jawa Tengah,Semarang,2020,Padi,5.02,3,3,3,30.2,4802.7,225.7,99.8,88.6
Sulawesi Barat,Mamasa,2022,Cabai Rawit,5.93,3,1,4,1.86,9145.4,246.9,108.8,77.6
Maluku,Seram Bagian Barat,2025,Tebu,5.72,4,2,2,69.21,75212.2,270.4,145.9,76.7
Bengkulu,Mukomuko,2019,Jagung,4.85,3,2,4,39.82,6608.6,263.2,102.4,78.8
Nusa Tenggara Timur,Ngada,2024,Jagung,5.68,3,1,3,31.37,4346.8,244.4,111.0,83.8
Riau,Rokan Hilir,2024,Padi,6.34,3,3,3,7.86,7520.8,270.8,125.5,75.0
Sulawesi Utara,Tomohon,2023,Cabai Rawit,4.92,4,2,3,1.47,11456.5,292.6,112.3,74.5
Sulawesi Tengah,Poso,2020,Jagung,6.12,4,2,2,31.98,6120.0,218.2,139.3,76.6
Gorontalo,Boalemo,2018,Bawang Merah,5.65,3,3,2,3.07,9061.2,229.5,108.8,73.2
Banten,Cilegon,2020,Cabai Rawit,5.22,2,2,1,1.23,6603.9,286.8,110.3,70.7
Kalimantan Selatan,Hulu Sungai Selatan,2018,Padi,5.41,4,3,1,23.41,7321.7,219.9,123.9,70.1
Jawa Barat,Subang,2020,Bawang Merah,4.73,1,2,4,1.66,11281.8,252.6,122.9,90.1
Papua Barat Daya,Sorong Selatan,2024,Bawang Merah,4.85,5,3,2,2.59,10092.0,219.5,138.4,64.7
Sulawesi Tengah,Parigi Moutong,2025,Bawang Merah,4.73,3,1,3,1.28,8829.8,281.1,139.8,92.3
Sumatera Barat,Padang,2021,Padi,5.22,2,3,1,7.55,6823.8,255.3,111.8,84.9
Sumatera Selatan,Palembang,2020,Padi,5.0,1,1,3,33.82,4623.1,197.5,117.2,75.5
Sulawesi Barat,Polewali Mandar,2023,Cabai Rawit,5.38,5,2,2,4.54,9649.9,258.8,135.1,68.7
DKI Jakarta,Jakarta Timur,2022,Tebu,6.93,3,3,4,73.9,90718.2,227.8,116.0,81.1
Gorontalo,Bone Bolango,2018,Jagung,5.56,2,1,3,12.18,4871.3,255.7,135.8,67.4
Sumatera Selatan,Ogan Ilir,2023,Jagung,5.8,1,4,2,29.92,8366.4,244.9,103.1,64.1
Banten,Tangerang Selatan,2021,Padi,5.19,1,1,3,6.34,4199.5,281.0,130.3,73.7
Lampung,Pringsewu,2021,Jagung,5.76,2,3,3,26.33,4534.0,253.1,135.0,71.7
Kalimantan Tengah,Palangka Raya,2023,Jagung,4.74,4,3,2,17.15,3912.5,263.9,117.0,79.7
Banten,Lebak,2023,Jagung,6.2,2,2,2,23.24,3911.7,221.8,129.1,80.8
Kepulauan Riau,Bintan,2022,Cabai Rawit,5.28,3,4,4,4.63,7396.3,265.8,90.0,74.2
Kepulauan Riau,Lingga,2021,Tebu,6.33,2,1,3,54.58,53615.2,274.8,109.3,93.2
Banten,Cilegon,2020,Bawang Merah,5.29,4,4,2,5.08,8751.4,250.9,133.2,67.9
Sumatera Barat,Pesisir Selatan,2023,Bawang Merah,5.53,2,2,3,2.47,10710.9,254.0,105.0,59.0
Kalimantan Timur,Balikpapan,2021,Tebu,5.68,3,3,3,75.6,72207.5,265.5,101.2,96.0
Maluku Utara,Halmahera Selatan,2024,Padi,5.31,3,2,1,13.77,4493.9,250.2,98.2,58.5
Aceh,Pidie,2024,Padi,5.0,3,3,3,7.99,4750.8,230.3,121.5,76.3
Kalimantan Utara,Malinau,2021,Cabai Rawit,4.68,2,1,3,1.72,7535.4,223.2,122.6,76.1
Papua Tengah,Dogiyai,2018,Padi,4.48,3,2,2,53.24,4168.2,281.8,148.3,76.1
Papua Pegunungan,Wamena,2018,Jagung,5.63,2,1,3,44.79,6807.1,240.5,130.9,81.3
Jawa Barat,Cirebon,2020,Jagung,6.17,3,1,2,40.88,7860.3,243.5,97.5,65.5
Papua Barat Daya,Sorong Selatan,2018,Jagung,5.15,2,2,1,80.0,5302.0,256.0,113.1,84.5
Sumatera Utara,Langkat,2018,Bawang Merah,5.45,4,2,2,4.22,11420.9,266.1,136.5,70.2
Kalimantan Barat,Sanggau,2022,Bawang Merah,4.82,3,3,2,2.34,8782.3,245.0,112.5,79.9
Papua Tengah,Nabire,2018,Padi,5.47,4,1,2,10.26,5248.2,279.5,91.2,66.0
Riau,Kampar,2024,Tebu,5.97,3,2,2,46.23,74953.0,243.7,126.2,74.1
